ID	Gene Name	Species	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
Papss1	3'-phosphoadenosine 5'-phosphosulfate synthase 1(Papss1)	Rattus norvegicus		GO:0000103~sulfate assimilation,GO:0001887~selenium compound metabolic process,GO:0016310~phosphorylation,GO:0050428~3'-phosphoadenosine 5'-phosphosulfate biosynthetic process,	GO:0005829~cytosol,	GO:0004020~adenylylsulfate kinase activity,GO:0004781~sulfate adenylyltransferase (ATP) activity,GO:0005524~ATP binding,GO:0098616~selenate adenylyltransferase (ATP) activity,	IPR002650:Sulphate adenylyltransferase,IPR002891:Adenylylsulphate kinase,IPR014729:Rossmann-like alpha/beta/alpha sandwich fold,IPR015947:PUA-like domain,IPR024951:Sulphate adenylyltransferase catalytic domain,IPR025980:ATP-sulfurylase PUA-like domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	rno00230:Purine metabolism,rno00450:Selenocompound metabolism,rno00920:Sulfur metabolism,rno01100:Metabolic pathways,rno01130:Biosynthesis of antibiotics,			Complete proteome,Proteomics identification,Reference proteome,
Ssb	Sjogren syndrome antigen B(Ssb)	Rattus norvegicus		GO:0006396~RNA processing,GO:0008033~tRNA processing,GO:0075522~IRES-dependent viral translational initiation,GO:1903608~protein localization to cytoplasmic stress granule,	GO:0000784~nuclear chromosome, telomeric region,GO:0005634~nucleus,GO:0030529~intracellular ribonucleoprotein complex,	GO:0000166~nucleotide binding,GO:0003723~RNA binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR002344:Lupus La protein,IPR006630:RNA-binding protein Lupus La,IPR011991:Winged helix-turn-helix DNA-binding domain,IPR012677:Nucleotide-binding, alpha-beta plait,IPR014886:RNA-binding motif,	rno05322:Systemic lupus erythematosus,		SM00360:RRM,SM00715:LA,	Acetylation,Complete proteome,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,RNA-binding,	chain:Lupus La protein homolog,domain:HTH La-type RNA-binding,domain:RRM,modified residue,
Son	Son DNA binding protein(Son)	Rattus norvegicus		GO:0000226~microtubule cytoskeleton organization,GO:0000281~mitotic cytokinesis,GO:0000910~cytokinesis,GO:0006397~mRNA processing,GO:0043066~negative regulation of apoptotic process,GO:0043484~regulation of RNA splicing,GO:0048024~regulation of mRNA splicing, via spliceosome,GO:0051726~regulation of cell cycle,	GO:0005654~nucleoplasm,GO:0016607~nuclear speck,GO:0071011~precatalytic spliceosome,	GO:0003723~RNA binding,GO:0044822~poly(A) RNA binding,GO:0050733~RS domain binding,	IPR000467:G-patch domain,IPR014720:Double-stranded RNA-binding-like domain,IPR017986:WD40-repeat-containing domain,			SM00443:G_patch,	Complete proteome,Proteomics identification,Reference proteome,
Tardbp	TAR DNA binding protein(Tardbp)	Rattus norvegicus	General function prediction only,	GO:0001933~negative regulation of protein phosphorylation,GO:0006366~transcription from RNA polymerase II promoter,GO:0008380~RNA splicing,GO:0010629~negative regulation of gene expression,GO:0030264~nuclear fragmentation involved in apoptotic nuclear change,GO:0032024~positive regulation of insulin secretion,GO:0034976~response to endoplasmic reticulum stress,GO:0043922~negative regulation by host of viral transcription,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0051726~regulation of cell cycle,GO:0070935~3'-UTR-mediated mRNA stabilization,GO:0071765~nuclear inner membrane organization,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005726~perichromatin fibrils,GO:0005737~cytoplasm,GO:0016607~nuclear speck,GO:0035061~interchromatin granule,	GO:0000166~nucleotide binding,GO:0001205~transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding,GO:0003690~double-stranded DNA binding,GO:0003723~RNA binding,GO:0003730~mRNA 3'-UTR binding,GO:0042802~identical protein binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,			SM00360:RRM,	Complete proteome,Proteomics identification,Reference proteome,
Taf15	TATA-box binding protein associated factor 15(Taf15)	Rattus norvegicus			GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,GO:0005737~cytoplasm,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0008270~zinc ion binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR001876:Zinc finger, RanBP2-type,IPR012677:Nucleotide-binding, alpha-beta plait,	rno03022:Basal transcription factors,rno05202:Transcriptional misregulation in cancer,		SM00360:RRM,SM00547:ZnF_RBZ,	Complete proteome,Metal-binding,Reference proteome,Zinc,Zinc-finger,
Thumpd1	THUMP domain containing 1(Thumpd1)	Rattus norvegicus		GO:0006400~tRNA modification,		GO:0003723~RNA binding,GO:0044822~poly(A) RNA binding,	IPR004114:THUMP,			SM00981:SM00981,	Complete proteome,Proteomics identification,Reference proteome,
Thumpd3	THUMP domain containing 3(Thumpd3)	Rattus norvegicus		GO:0030488~tRNA methylation,	GO:0005730~nucleolus,GO:0005737~cytoplasm,	GO:0000049~tRNA binding,GO:0016423~tRNA (guanine) methyltransferase activity,	IPR000241:Putative RNA methylase domain,IPR004114:THUMP,			SM00981:SM00981,	Complete proteome,Proteomics identification,Reference proteome,
Tial1	Tia1 cytotoxic granule-associated RNA binding protein-like 1(Tial1)	Rattus norvegicus	General function prediction only,	GO:0007281~germ cell development,GO:0008284~positive regulation of cell proliferation,GO:0017145~stem cell division,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0010494~cytoplasmic stress granule,GO:0030529~intracellular ribonucleoprotein complex,GO:0070062~extracellular exosome,	GO:0000166~nucleotide binding,GO:0017091~AU-rich element binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR003954:RNA recognition motif domain, eukaryote,IPR012677:Nucleotide-binding, alpha-beta plait,			SM00360:RRM,SM00361:RRM_1,	Complete proteome,Proteomics identification,Reference proteome,RNA-binding,	chain:Regulator of G-protein signaling 10,domain:RGS,lipid moiety-binding region:S-palmitoyl cysteine,
U2af1	U2 small nuclear RNA auxiliary factor 1(U2af1)	Rattus norvegicus		GO:0000398~mRNA splicing, via spliceosome,GO:1903146~regulation of mitophagy,GO:1903955~positive regulation of protein targeting to mitochondrion,	GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0016607~nuclear speck,GO:0071013~catalytic step 2 spliceosome,GO:0089701~U2AF,	GO:0000166~nucleotide binding,GO:0030628~pre-mRNA 3'-splice site binding,GO:0044822~poly(A) RNA binding,GO:0046872~metal ion binding,GO:0050733~RS domain binding,	IPR000504:RNA recognition motif domain,IPR000571:Zinc finger, CCCH-type,IPR003954:RNA recognition motif domain, eukaryote,IPR009145:U2 auxiliary factor small subunit,IPR012677:Nucleotide-binding, alpha-beta plait,	rno03040:Spliceosome,		SM00356:ZnF_C3H1,SM00360:RRM,SM00361:RRM_1,	Complete proteome,Metal-binding,Proteomics identification,Reference proteome,Zinc,Zinc-finger,
U2af2	U2 small nuclear RNA auxiliary factor 2(U2af2)	Rattus norvegicus		GO:0000398~mRNA splicing, via spliceosome,GO:0008380~RNA splicing,GO:0033120~positive regulation of RNA splicing,GO:0048025~negative regulation of mRNA splicing, via spliceosome,GO:1903146~regulation of mitophagy,GO:1903955~positive regulation of protein targeting to mitochondrion,	GO:0000243~commitment complex,GO:0000974~Prp19 complex,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0016607~nuclear speck,GO:0071004~U2-type prespliceosome,GO:0089701~U2AF,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0008187~poly-pyrimidine tract binding,GO:0019899~enzyme binding,GO:0030628~pre-mRNA 3'-splice site binding,GO:0044822~poly(A) RNA binding,GO:0070742~C2H2 zinc finger domain binding,	IPR000504:RNA recognition motif domain,IPR006529:U2 snRNP auxilliary factor, large subunit, splicing factor,IPR012677:Nucleotide-binding, alpha-beta plait,	rno03040:Spliceosome,		SM00360:RRM,	Complete proteome,Proteomics identification,Reference proteome,
Upf1	UPF1, RNA helicase and ATPase(Upf1)	Rattus norvegicus	DNA replication, recombination, and repair,	GO:0000184~nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,GO:0000294~nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay,GO:0000723~telomere maintenance,GO:0000956~nuclear-transcribed mRNA catabolic process,GO:0006260~DNA replication,GO:0006281~DNA repair,GO:0006449~regulation of translational termination,GO:0009048~dosage compensation by inactivation of X chromosome,GO:0032201~telomere maintenance via semi-conservative replication,GO:0061014~positive regulation of mRNA catabolic process,GO:0061158~3'-UTR-mediated mRNA destabilization,GO:0071044~histone mRNA catabolic process,GO:0071222~cellular response to lipopolysaccharide,GO:0071347~cellular response to interleukin-1,	GO:0000784~nuclear chromosome, telomeric region,GO:0000785~chromatin,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0035145~exon-exon junction complex,GO:0044530~supraspliceosomal complex,	GO:0003677~DNA binding,GO:0003682~chromatin binding,GO:0004004~ATP-dependent RNA helicase activity,GO:0004386~helicase activity,GO:0005524~ATP binding,GO:0008270~zinc ion binding,GO:0042162~telomeric DNA binding,GO:0044822~poly(A) RNA binding,	IPR006935:Helicase/UvrB domain,IPR018999:RNA helicase UPF1, UPF2-interacting domain,IPR027417:P-loop containing nucleoside triphosphate hydrolase,	rno03013:RNA transport,rno03015:mRNA surveillance pathway,			Complete proteome,Proteomics identification,Reference proteome,
Ybx1	Y box binding protein 1(Ybx1)	Rattus norvegicus		GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0006397~mRNA processing,GO:0008284~positive regulation of cell proliferation,GO:0008380~RNA splicing,GO:0043066~negative regulation of apoptotic process,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0046627~negative regulation of insulin receptor signaling pathway,GO:0051781~positive regulation of cell division,GO:0070934~CRD-mediated mRNA stabilization,	GO:0005576~extracellular region,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0010494~cytoplasmic stress granule,GO:0030425~dendrite,GO:0030529~intracellular ribonucleoprotein complex,GO:0048471~perinuclear region of cytoplasm,GO:0071204~histone pre-mRNA 3'end processing complex,GO:1990124~messenger ribonucleoprotein complex,	GO:0002039~p53 binding,GO:0003677~DNA binding,GO:0003697~single-stranded DNA binding,GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0005515~protein binding,GO:0008134~transcription factor binding,GO:0043565~sequence-specific DNA binding,	IPR002059:Cold-shock protein, DNA-binding,IPR011129:Cold shock protein,IPR012340:Nucleic acid-binding, OB-fold,IPR019844:Cold-shock conserved site,			SM00357:CSP,	Acetylation,Activator,Complete proteome,Cytoplasm,DNA-binding,Isopeptide bond,Mitogen,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repressor,RNA-binding,Secreted,Transcription,Transcription regulation,Ubl conjugation,	chain:Nuclease-sensitive element-binding protein 1,cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin),domain:CSD,modified residue,region of interest:Interaction with ss-DNA,sequence conflict,site:Cleavage; by 20S proteasomal protease,
Ybx3	Y box binding protein 3(Ybx3)	Rattus norvegicus		GO:0000122~negative regulation of transcription from RNA polymerase II promoter,GO:0001701~in utero embryonic development,GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0007283~spermatogenesis,GO:0008584~male gonad development,GO:0009566~fertilization,GO:0031100~organ regeneration,GO:0043066~negative regulation of apoptotic process,GO:0046622~positive regulation of organ growth,GO:0048642~negative regulation of skeletal muscle tissue development,GO:0060546~negative regulation of necroptotic process,GO:0071356~cellular response to tumor necrosis factor,GO:0071474~cellular hyperosmotic response,GO:1902219~negative regulation of intrinsic apoptotic signaling pathway in response to osmotic stress,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005844~polysome,GO:0005921~gap junction,GO:0030529~intracellular ribonucleoprotein complex,	GO:0000977~RNA polymerase II regulatory region sequence-specific DNA binding,GO:0001227~transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding,GO:0003677~DNA binding,GO:0003697~single-stranded DNA binding,GO:0003730~mRNA 3'-UTR binding,GO:0044822~poly(A) RNA binding,	IPR002059:Cold-shock protein, DNA-binding,IPR011129:Cold shock protein,IPR012340:Nucleic acid-binding, OB-fold,IPR019844:Cold-shock conserved site,	rno04530:Tight junction,		SM00357:CSP,	Acetylation,Alternative splicing,Complete proteome,Cytoplasm,DNA-binding,Methylation,Nucleus,Phosphoprotein,Proteomics identification,Reference proteome,Repressor,Transcription,Transcription regulation,	chain:DNA-binding protein A,domain:CSD,modified residue,sequence conflict,splice variant,
Aco1	aconitase 1(Aco1)	Rattus norvegicus		GO:0001889~liver development,GO:0006099~tricarboxylic acid cycle,GO:0006101~citrate metabolic process,GO:0006417~regulation of translation,GO:0006879~cellular iron ion homeostasis,GO:0009791~post-embryonic development,GO:0010040~response to iron(II) ion,GO:0010468~regulation of gene expression,GO:0050892~intestinal absorption,	GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005783~endoplasmic reticulum,GO:0005794~Golgi apparatus,GO:0005829~cytosol,GO:0043231~intracellular membrane-bounded organelle,GO:0070062~extracellular exosome,	GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0003994~aconitate hydratase activity,GO:0030350~iron-responsive element binding,GO:0046872~metal ion binding,GO:0048027~mRNA 5'-UTR binding,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,	IPR000573:Aconitase A/isopropylmalate dehydratase small subunit, swivel,IPR001030:Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha,IPR006249:Aconitase/iron regulatory protein 2,IPR015928:Aconitase/3-isopropylmalate dehydratase, swivel,IPR015931:Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3,IPR015932:Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 2,IPR015937:Aconitase/isopropylmalate dehydratase,IPR018136:Aconitase family, 4Fe-4S cluster binding site,	rno00020:Citrate cycle (TCA cycle),rno00630:Glyoxylate and dicarboxylate metabolism,rno01100:Metabolic pathways,rno01130:Biosynthesis of antibiotics,rno01200:Carbon metabolism,rno01210:2-Oxocarboxylic acid metabolism,rno01230:Biosynthesis of amino acids,			4Fe-4S,Complete proteome,Cytoplasm,Direct protein sequencing,Iron,Iron-sulfur,Lyase,Metal-binding,Proteomics identification,Reference proteome,RNA-binding,Tricarboxylic acid cycle,	chain:Cytoplasmic aconitate hydratase,metal ion-binding site:Iron-sulfur (4Fe-4S),sequence conflict,
Aars	alanyl-tRNA synthetase(Aars)	Rattus norvegicus		GO:0001942~hair follicle development,GO:0006400~tRNA modification,GO:0006419~alanyl-tRNA aminoacylation,GO:0006450~regulation of translational fidelity,GO:0006457~protein folding,GO:0021680~cerebellar Purkinje cell layer development,GO:0030968~endoplasmic reticulum unfolded protein response,GO:0034620~cellular response to unfolded protein,GO:0043200~response to amino acid,GO:0043524~negative regulation of neuron apoptotic process,GO:0043588~skin development,GO:0050885~neuromuscular process controlling balance,GO:0050905~neuromuscular process,	GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005829~cytosol,GO:0016020~membrane,GO:0070062~extracellular exosome,	GO:0000049~tRNA binding,GO:0002161~aminoacyl-tRNA editing activity,GO:0004813~alanine-tRNA ligase activity,GO:0005524~ATP binding,GO:0008270~zinc ion binding,GO:0016597~amino acid binding,	IPR002318:Alanine-tRNA ligase, class IIc,IPR003156:Phosphoesterase, DHHA1,IPR009000:Translation elongation/initiation factor/Ribosomal, beta-barrel,IPR012947:Threonyl/alanyl tRNA synthetase, SAD,IPR018162:Alanine-tRNA ligase, class IIc, anti-codon-binding domain,IPR018163:Threonyl/alanyl tRNA synthetase, class II-like, putative editing domain,IPR018164:Alanyl-tRNA synthetase, class IIc, N-terminal,IPR018165:Alanyl-tRNA synthetase, class IIc, core domain,IPR023033:Alanine-tRNA ligase, eukaryota/bacteria,	rno00970:Aminoacyl-tRNA biosynthesis,		SM00863:SM00863,	Acetylation,Aminoacyl-tRNA synthetase,ATP-binding,Complete proteome,Cytoplasm,Direct protein sequencing,Ligase,Metal-binding,Nucleotide-binding,Phosphoprotein,Protein biosynthesis,Reference proteome,RNA-binding,tRNA-binding,Ubl conjugation,Zinc,	chain:Alanyl-tRNA synthetase, cytoplasmic,modified residue,region of interest:Catalytic,sequence conflict,
Aimp1	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1(Aimp1)	Rattus norvegicus		GO:0001937~negative regulation of endothelial cell proliferation,GO:0006418~tRNA aminoacylation for protein translation,GO:0006954~inflammatory response,GO:0007267~cell-cell signaling,GO:0016525~negative regulation of angiogenesis,GO:0048514~blood vessel morphogenesis,GO:0050900~leukocyte migration,GO:0051607~defense response to virus,	GO:0005615~extracellular space,GO:0005737~cytoplasm,GO:0009986~cell surface,GO:0016020~membrane,GO:0017101~aminoacyl-tRNA synthetase multienzyme complex,GO:0017102~methionyl glutamyl tRNA synthetase complex,	GO:0000049~tRNA binding,GO:0005125~cytokine activity,GO:0042803~protein homodimerization activity,GO:0051020~GTPase binding,	IPR002547:tRNA-binding domain,IPR012340:Nucleic acid-binding, OB-fold,				Coiled coil,Complete proteome,Proteomics identification,Reference proteome,
Acin1	apoptotic chromatin condensation inducer 1(Acin1)	Rattus norvegicus		GO:0002230~positive regulation of defense response to virus by host,GO:0030218~erythrocyte differentiation,GO:0030263~apoptotic chromosome condensation,GO:0042981~regulation of apoptotic process,GO:0043065~positive regulation of apoptotic process,GO:0045657~positive regulation of monocyte differentiation,GO:0048025~negative regulation of mRNA splicing, via spliceosome,GO:0098779~mitophagy in response to mitochondrial depolarization,GO:0098792~xenophagy,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005886~plasma membrane,GO:0016607~nuclear speck,GO:0035145~exon-exon junction complex,GO:0061574~ASAP complex,	GO:0000166~nucleotide binding,GO:0044822~poly(A) RNA binding,	IPR003034:SAP domain,IPR012677:Nucleotide-binding, alpha-beta plait,	rno03013:RNA transport,rno03015:mRNA surveillance pathway,rno03040:Spliceosome,		SM00513:SAP,	Coiled coil,Complete proteome,Proteomics identification,Reference proteome,
Apex1	apurinic/apyrimidinic endodeoxyribonuclease 1(Apex1)	Rattus norvegicus		GO:0000723~telomere maintenance,GO:0006281~DNA repair,GO:0006284~base-excision repair,GO:0006310~DNA recombination,GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0007568~aging,GO:0010243~response to organonitrogen compound,GO:0014912~negative regulation of smooth muscle cell migration,GO:0042493~response to drug,GO:0043488~regulation of mRNA stability,GO:0045454~cell redox homeostasis,GO:0045739~positive regulation of DNA repair,GO:0055114~oxidation-reduction process,GO:0070301~cellular response to hydrogen peroxide,GO:0071320~cellular response to cAMP,GO:0071375~cellular response to peptide hormone stimulus,GO:0071417~cellular response to organonitrogen compound,GO:0080111~DNA demethylation,GO:0090502~RNA phosphodiester bond hydrolysis, endonucleolytic,GO:1900087~positive regulation of G1/S transition of mitotic cell cycle,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005667~transcription factor complex,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005783~endoplasmic reticulum,GO:0005813~centrosome,GO:0016607~nuclear speck,GO:0048471~perinuclear region of cytoplasm,	GO:0003677~DNA binding,GO:0003684~damaged DNA binding,GO:0003691~double-stranded telomeric DNA binding,GO:0003713~transcription coactivator activity,GO:0003906~DNA-(apurinic or apyrimidinic site) lyase activity,GO:0004519~endonuclease activity,GO:0004521~endoribonuclease activity,GO:0005515~protein binding,GO:0008081~phosphoric diester hydrolase activity,GO:0008309~double-stranded DNA exodeoxyribonuclease activity,GO:0008311~double-stranded DNA 3'-5' exodeoxyribonuclease activity,GO:0008408~3'-5' exonuclease activity,GO:0016491~oxidoreductase activity,GO:0016890~site-specific endodeoxyribonuclease activity, specific for altered base,GO:0031490~chromatin DNA binding,GO:0032403~protein complex binding,GO:0044822~poly(A) RNA binding,GO:0046872~metal ion binding,GO:0051059~NF-kappaB binding,	IPR004808:Exodeoxyribonuclease III xth,IPR005135:Endonuclease/exonuclease/phosphatase,IPR020847:AP endonuclease, family 1, binding site,IPR020848:AP endonuclease, family 1, conserved site,	rno03410:Base excision repair,			Acetylation,Activator,Cleavage on pair of basic residues,Complete proteome,Cytoplasm,Disulfide bond,DNA damage,DNA recombination,DNA repair,DNA-binding,Endonuclease,Endoplasmic reticulum,Exonuclease,Hydrolase,Lyase,Magnesium,Metal-binding,Mitochondrion,Nuclease,Nucleus,Phosphoprotein,Reference proteome,Repressor,RNA-binding,S-nitrosylation,Transcription,Transcription regulation,Ubl conjugation,	active site:Proton acceptor,chain:DNA-(apurinic or apyrimidinic site) lyase,metal ion-binding site:Magnesium or manganese,modified residue,sequence conflict,
Carhsp1	calcium regulated heat stable protein 1(Carhsp1)	Rattus norvegicus		GO:0006355~regulation of transcription, DNA-templated,GO:0019722~calcium-mediated signaling,GO:0043488~regulation of mRNA stability,	GO:0000177~cytoplasmic exosome (RNase complex),GO:0000932~cytoplasmic mRNA processing body,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0043186~P granule,GO:0070062~extracellular exosome,	GO:0003677~DNA binding,GO:0003730~mRNA 3'-UTR binding,	IPR002059:Cold-shock protein, DNA-binding,IPR011129:Cold shock protein,IPR012340:Nucleic acid-binding, OB-fold,IPR019844:Cold-shock conserved site,			SM00357:CSP,	Acetylation,Complete proteome,Cytoplasm,Phosphoprotein,Reference proteome,RNA-binding,	chain:Calcium-regulated heat stable protein 1,domain:CSD,modified residue,
Caprin2	caprin family member 2(Caprin2)	Rattus norvegicus		GO:0030308~negative regulation of cell growth,GO:0032092~positive regulation of protein binding,GO:0033138~positive regulation of peptidyl-serine phosphorylation,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,GO:0050775~positive regulation of dendrite morphogenesis,GO:0061003~positive regulation of dendritic spine morphogenesis,GO:0090263~positive regulation of canonical Wnt signaling pathway,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005739~mitochondrion,GO:0005813~centrosome,GO:0043235~receptor complex,	GO:0005102~receptor binding,	IPR001073:Complement C1q protein,IPR008983:Tumour necrosis factor-like domain,IPR022070:Cytoplasmic activation/proliferation-associated protein-1 C term,			SM00110:C1Q,	Coiled coil,Complete proteome,Reference proteome,
Caprin1	cell cycle associated protein 1(Caprin1)	Rattus norvegicus		GO:0017148~negative regulation of translation,GO:0050775~positive regulation of dendrite morphogenesis,GO:0061003~positive regulation of dendritic spine morphogenesis,	GO:0000932~cytoplasmic mRNA processing body,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0010494~cytoplasmic stress granule,GO:0016020~membrane,GO:0030425~dendrite,	GO:0003723~RNA binding,GO:0044822~poly(A) RNA binding,	IPR022070:Cytoplasmic activation/proliferation-associated protein-1 C term,				Acetylation,Cell projection,Coiled coil,Complete proteome,Cytoplasm,Differentiation,Glycoprotein,Methylation,Phosphoprotein,Protein synthesis inhibitor,Proteomics identification,Reference proteome,RNA-binding,	chain:Caprin-1,modified residue,region of interest:G3BP1-binding,sequence conflict,
Cdc5l	cell division cycle 5-like(Cdc5l)	Rattus norvegicus	Transcription / RNA processing and modification / Cell division and chromosome partitioning,	GO:0000086~G2/M transition of mitotic cell cycle,GO:0000278~mitotic cell cycle,GO:0006281~DNA repair,GO:0006351~transcription, DNA-templated,GO:0006355~regulation of transcription, DNA-templated,GO:0006397~mRNA processing,GO:0008380~RNA splicing,GO:0044344~cellular response to fibroblast growth factor stimulus,GO:0051301~cell division,GO:0071352~cellular response to interleukin-2,GO:0072422~signal transduction involved in DNA damage checkpoint,GO:1904568~cellular response to wortmannin,GO:1990090~cellular response to nerve growth factor stimulus,GO:1990646~cellular response to prolactin,	GO:0000974~Prp19 complex,GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005662~DNA replication factor A complex,GO:0005730~nucleolus,GO:0005737~cytoplasm,GO:0016020~membrane,GO:0016607~nuclear speck,GO:0032993~protein-DNA complex,GO:0048471~perinuclear region of cytoplasm,GO:0071013~catalytic step 2 spliceosome,	GO:0001222~transcription corepressor binding,GO:0003677~DNA binding,GO:0005515~protein binding,GO:0008157~protein phosphatase 1 binding,GO:0019901~protein kinase binding,GO:0043522~leucine zipper domain binding,GO:0044822~poly(A) RNA binding,GO:0071987~WD40-repeat domain binding,	IPR001005:SANT/Myb domain,IPR009057:Homeodomain-like,IPR017930:Myb domain,IPR021786:Domain of unknown function DUF3351,	rno03040:Spliceosome,		SM00717:SANT,	Activator,Cell cycle,Cell division,Coiled coil,Complete proteome,Cytoplasm,Direct protein sequencing,DNA damage,DNA repair,DNA-binding,Isopeptide bond,mRNA processing,mRNA splicing,Nucleus,Phosphoprotein,Reference proteome,Repeat,RNA-binding,Spliceosome,Transcription,Transcription regulation,Ubl conjugation,	chain:Cell division cycle 5-related protein,DNA-binding region:H-T-H motif,domain:HTH myb-type 1,domain:HTH myb-type 2,modified residue,region of interest:Interaction with DAPK3,region of interest:Interaction with PLRG1,region of interest:Interaction with PPP1R8,
Cstf2t	cleavage stimulation factor subunit 2, tau variant(Cstf2t)	Rattus norvegicus		GO:0031124~mRNA 3'-end processing,GO:0098789~pre-mRNA cleavage required for polyadenylation,	GO:0005622~intracellular,GO:0005847~mRNA cleavage and polyadenylation specificity factor complex,	GO:0000166~nucleotide binding,GO:0003676~nucleic acid binding,GO:0003723~RNA binding,GO:0003729~mRNA binding,GO:0044822~poly(A) RNA binding,	IPR000504:RNA recognition motif domain,IPR012677:Nucleotide-binding, alpha-beta plait,IPR025742:Cleavage stimulation factor subunit 2, hinge domain,IPR026896:Transcription termination and cleavage factor C-terminal domain,	rno03015:mRNA surveillance pathway,		SM00360:RRM,	Complete proteome,Proteomics identification,Reference proteome,
Cotl1	coactosin-like F-actin binding protein 1(Cotl1)	Rattus norvegicus		GO:0050832~defense response to fungus,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005856~cytoskeleton,GO:0070062~extracellular exosome,	GO:0003779~actin binding,GO:0019899~enzyme binding,	IPR002108:Actin-binding, cofilin/tropomyosin type,			SM00102:ADF,	Acetylation,Actin-binding,Chaperone,Complete proteome,Cytoplasm,Cytoskeleton,Nucleus,Phosphoprotein,Reference proteome,	chain:Coactosin-like protein,domain:ADF-H,modified residue,
