1273	ENSG00000077044	2010-03-18	\N	DGKD	diacylglycerol kinase, delta 130kDa [Source:HGNC Symbol;Acc:2851]	Homo sapiens	9606	\N	1	SAM domain	KIAA0145; DGKdelta	\N	\N	\N
1274	ENSG00000077312	2010-03-18	2010-06-17	SNRPA	small nuclear ribonucleoprotein polypeptide A [Source:HGNC Symbol;Acc:11151]	Homo sapiens	9606	RRMx2	\N	\N	U1A; U1-A; Mud1	\N	1AUD; 1DRZ; 1DZ5; 1URN; 3CW1	P09012
1275	ENSG00000078269	2010-03-18	2010-07-21	SYNJ2	synaptojanin 2 [Source:HGNC Symbol;Acc:11504]	Homo sapiens	9606	RRMx1	\N	\N	INPP5H	\N	\N	O15056
1276	ENSG00000078328	2010-03-18	2010-04-07	A2BP1	Fox-1 homolog A (Ataxin-2-binding protein 1)(Hexaribonucleotide-binding protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q9NWB1]	Homo sapiens	9606	RRMx1	\N	\N		\N	2ERR	Q9NWB1
1277	ENSG00000078687	2010-03-18	2010-05-11		Trinucleotide repeat-containing gene 6C protein  [Source:UniProtKB/Swiss-Prot;Acc:Q9HCJ0]	Homo sapiens	9606	RRMx1	\N	\N		\N	\N	Q9HCJ0
1278	ENSG00000078900	2010-03-18	\N	TP73	tumor protein p73 [Source:HGNC Symbol;Acc:12003]	Homo sapiens	9606	\N	1	SAM domain	P73	\N	\N	\N
1279	ENSG00000080007	2010-03-18	2010-07-21	DDX43	DEAD (Asp-Glu-Ala-Asp) box polypeptide 43 [Source:HGNC Symbol;Acc:18677]	Homo sapiens	9606	KHx1	\N	\N	HAGE; DKFZp434H2114; CT13	\N	\N	Q9NXZ2
1280	ENSG00000080224	2010-03-18	2010-04-29	EPHA6	EPH receptor A6 [Source:HGNC Symbol;Acc:19296]	Homo sapiens	9606	\N	1	No evidence of RNA binding	FLJ35246	\N	\N	\N
1281	ENSG00000080608	2010-03-18	2010-05-03	KIAA0020	KIAA0020 [Source:HGNC Symbol;Acc:29676]	Homo sapiens	9606	PUMx1	\N	\N	XTP5; PEN; PUF6	\N	\N	Q15397
1282	ENSG00000080802	2010-03-18	2010-07-21	CNOT4	CCR4-NOT transcription complex, subunit 4 [Source:HGNC Symbol;Acc:7880]	Homo sapiens	9606	RRMx1; Znf_RINGx1	\N	\N	CLONE243; NOT4H	\N	\N	O95628
1283	ENSG00000083896	2010-03-18	2010-07-20	YTHDC1	YTH domain containing 1 [Source:HGNC Symbol;Acc:30626]	Homo sapiens	9606	YTHx1	\N	\N	YT521; KIAA1966; YT521-B	\N	\N	Q96MU7
1284	ENSG00000084072	2010-03-18	2010-07-20	PPIE	peptidylprolyl isomerase E (cyclophilin E) [Source:HGNC Symbol;Acc:9258]	Homo sapiens	9606	RRMx1	\N	\N	CyP-33; MGC3736; MGC111222	\N	\N	Q9UNP9
1285	ENSG00000085788	2010-03-18	2010-05-03	DDHD2	DDHD domain containing 2 [Source:HGNC Symbol;Acc:29106]	Homo sapiens	9606	\N	1	No evidence of RNA binding	KIAA0725	\N	\N	\N
1286	ENSG00000085872	2010-03-18	2010-05-15	CHERP	calcium homeostasis endoplasmic reticulum protein [Source:HGNC Symbol;Acc:16930]	Homo sapiens	9606	SURPx1	\N	\N	ERPROT213-21; DAN16	\N	\N	Q8IWX8
1287	ENSG00000086589	2010-03-18	2010-04-28	RBM22	RNA binding motif protein 22 [Source:HGNC Symbol;Acc:25503]	Homo sapiens	9606	RRMx1; Znf_CCHCx1; Znf_CCCHx1	\N	\N	FLJ10290; ZC3H16; fSAP47; Cwc2	\N	\N	Q9NW64
1288	ENSG00000088247	2010-03-18	2010-07-08	KHSRP	KH-type splicing regulatory protein [Source:HGNC Symbol;Acc:6316]	Homo sapiens	9606	KHx4	\N	\N	KSRP; FBP2; FUBP2	\N	\N	Q92945
1289	ENSG00000089280	2010-03-18	2010-06-01	FUS	fused in sarcoma [Source:HGNC Symbol;Acc:4010]	Homo sapiens	9606	RRMx1; Znf_RanBP2x1	\N	\N	TLS; FUS1; hnRNP-P2	\N	\N	P35637
1290	ENSG00000089682	2010-03-18	2010-04-28	RBM41	RNA binding motif protein 41 [Source:HGNC Symbol;Acc:25617]	Homo sapiens	9606	RRMx1	\N	\N	FLJ11016	\N	\N	Q96IZ5
1291	ENSG00000090097	2010-03-18	2010-05-13	PCBP4	poly(rC) binding protein 4 [Source:HGNC Symbol;Acc:8652]	Homo sapiens	9606	KHx3	\N	\N	MCG10; LIP4	\N	\N	P57723
1292	ENSG00000090621	2010-03-18	2010-04-06	PABPC4	poly(A) binding protein, cytoplasmic 4 (inducible form) [Source:HGNC Symbol;Acc:8557]	Homo sapiens	9606	RRMx4	\N	\N	iPABP; APP-1	\N	\N	Q13310
1293	ENSG00000090905	2010-03-18	2010-05-11	TNRC6A	trinucleotide repeat containing 6A [Source:HGNC Symbol;Acc:11969]	Homo sapiens	9606	RRMx1	\N	\N	CAGH26; KIAA1460; GW182	\N	\N	Q8NDV7
1294	ENSG00000091009	2010-03-18	2010-05-15	RBM27	RNA binding motif protein 27 [Source:HGNC Symbol;Acc:29243]	Homo sapiens	9606	RRMx1; Znf_CCCHx1	\N	\N	KIAA1311; ARRS1; Psc1	\N	\N	Q9P2N5
1295	ENSG00000091436	2010-03-18	\N		Mitogen-activated protein kinase kinase kinase MLT (EC 2.7.11.25)(MLK-like mitogen-activated protein triple kinase)(Sterile alpha motif- and leucine zipper-containing kinase AZK)(Leucine zipper- and sterile alpha motif-containing kinase)(Mixed linea /.../ase-related kinase)(MLK-related kinase)(MRK)(Cervical cancer suppressor gene 4 protein)(HCCS-4) [Source:UniProtKB/Swiss-Prot;Acc:Q9NYL2]	Homo sapiens	9606	\N	1	SAM domain		\N	\N	\N
1296	ENSG00000092199	2010-03-18	2010-05-07	HNRNPC	heterogeneous nuclear ribonucleoprotein C (C1/C2) [Source:HGNC Symbol;Acc:5035]	Homo sapiens	9606	RRMx1	\N	\N	hnRNPC	\N	\N	P07910
1297	ENSG00000092345	2010-03-18	2010-03-22	DAZL	deleted in azoospermia-like [Source:HGNC Symbol;Acc:2685]	Homo sapiens	9606	RRMx1	\N	\N	DAZH; SPGYLA; MGC26406; DAZL1	\N	\N	Q92904
1298	ENSG00000096746	2010-03-18	2010-04-25	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3 (2H9) [Source:HGNC Symbol;Acc:5043]	Homo sapiens	9606	RRMx2	\N	\N	2H9	\N	\N	P31942
1299	ENSG00000099381	2010-03-18	2010-07-21	SETD1A	SET domain containing 1A [Source:HGNC Symbol;Acc:29010]	Homo sapiens	9606	RRMx1	\N	\N	KIAA0339; Set1; KMT2F	\N	\N	O15047
1300	ENSG00000099622	2010-03-18	2010-04-05	CIRBP	cold inducible RNA binding protein [Source:HGNC Symbol;Acc:1982]	Homo sapiens	9606	RRMx1	\N	\N	CIRP	\N	\N	Q14011
1301	ENSG00000099783	2010-03-18	2010-04-06	HNRNPM	heterogeneous nuclear ribonucleoprotein M [Source:HGNC Symbol;Acc:5046]	Homo sapiens	9606	RRMx3	\N	\N	HTGR1; HNRNPM4; HNRPM4	\N	\N	P52272
1302	ENSG00000099882	2010-03-18	2010-05-06	SHANK3	SH3 and multiple ankyrin repeat domains 3 [Source:HGNC Symbol;Acc:14294]	Homo sapiens	9606	\N	1	No evidence of RNA binding	SPANK-2; prosap2; KIAA1650; PSAP2	\N	\N	\N
1303	ENSG00000099899	2010-03-18	2010-07-21	TRMT2A	TRM2 tRNA methyltransferase 2 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:24974]	Homo sapiens	9606	RRMx1	\N	\N	HTF9C	\N	\N	Q8IZ69
1304	ENSG00000099995	2010-03-18	2010-07-21	SF3A1	splicing factor 3a, subunit 1, 120kDa [Source:HGNC Symbol;Acc:10765]	Homo sapiens	9606	SURPx2	\N	\N	SF3a120; SAP114; PRPF21; Prp21	\N	\N	Q15459
1305	ENSG00000100028	2010-03-18	2010-07-20	SNRPD3	small nuclear ribonucleoprotein D3 polypeptide 18kDa [Source:HGNC Symbol;Acc:11160]	Homo sapiens	9606	Lsmx1	\N	\N	SMD3; Sm-D3	\N	\N	P62318
1306	ENSG00000100227	2010-03-18	2010-07-14	POLDIP3	polymerase (DNA-directed), delta interacting protein 3 [Source:HGNC Symbol;Acc:23782]	Homo sapiens	9606	RRMx1	\N	\N	PDIP46; KIAA1649	\N	\N	Q9BY77
1307	ENSG00000100319	2010-03-18	2010-04-28	ZMAT5	zinc finger, matrin type 5 [Source:HGNC Symbol;Acc:28046]	Homo sapiens	9606	Znf_CCCHx1; Znf_U1-C	\N	\N		\N	\N	Q9UDW3
1308	ENSG00000100320	2010-03-18	2010-04-07	RBM9	RNA binding motif protein 9 [Source:HGNC Symbol;Acc:9906]	Homo sapiens	9606	RRMx1	\N	\N	HNRBP2; FOX-2	\N	\N	O43251
1309	ENSG00000100403	2010-03-18	2010-04-28	ZC3H7B	zinc finger CCCH-type containing 7B [Source:HGNC Symbol;Acc:30869]	Homo sapiens	9606	Znf_CCCHx5	\N	\N	RoXaN; FLJ13787; DKFZp434K0920; KIAA1031	\N	\N	Q9UGR2
1310	ENSG00000100461	2010-03-18	2010-07-21	RBM23	RNA binding motif protein 23 [Source:HGNC Symbol;Acc:20155]	Homo sapiens	9606	RRMx2	\N	\N	FLJ10482	\N	\N	Q86U06
1311	ENSG00000100583	2010-03-18	2010-04-28	C14orf174	SAM domain-containing protein C14orf174  [Source:UniProtKB/Swiss-Prot;Acc:Q9P1V8]	Homo sapiens	9606	\N	1	No evidence of RNA binding	FLJ35963	\N	\N	\N
1312	ENSG00000100650	2010-03-18	2010-07-22	SFRS5	splicing factor, arginine/serine-rich 5 [Source:HGNC Symbol;Acc:10787]	Homo sapiens	9606	RRMx2	\N	\N	SRP40; HRS	\N	\N	Q13243
1313	ENSG00000100722	2010-03-18	2010-04-28	ZC3H14	zinc finger CCCH-type containing 14 [Source:HGNC Symbol;Acc:20509]	Homo sapiens	9606	Znf_CCCHx2	\N	\N	FLJ11806; UKp68; NY-REN-37	\N	\N	Q6PJT7
1314	ENSG00000100813	2010-03-18	2010-03-22	ACIN1	apoptotic chromatin condensation inducer 1 [Source:HGNC Symbol;Acc:17066]	Homo sapiens	9606	RRMx1	\N	\N	KIAA0670; fSAP152	\N	\N	Q9UKV3
1315	ENSG00000100836	2010-03-18	2010-05-31	PABPN1	poly(A) binding protein, nuclear 1 [Source:HGNC Symbol;Acc:8565]	Homo sapiens	9606	RRMx1	\N	\N	PAB2	\N	\N	Q86U42
1316	ENSG00000101104	2010-03-18	2010-04-06	PABPC1L	poly(A) binding protein, cytoplasmic 1-like [Source:HGNC Symbol;Acc:15797]	Homo sapiens	9606	RRMx4	\N	\N	dJ1069P2.3; PABPC1L1; ePAB	\N	\N	Q4VXU2
1317	ENSG00000101347	2010-03-18	2010-04-28	SAMHD1	SAM domain and HD domain 1 [Source:HGNC Symbol;Acc:15925]	Homo sapiens	9606	\N	1	No evidence of RNA binding	SBBI88; Mg11; HDDC1; MOP-5; AGS5	\N	\N	\N
1318	ENSG00000101489	2010-03-18	2010-03-30	BRUNOL4	bruno-like 4, RNA binding protein (Drosophila) [Source:HGNC Symbol;Acc:14015]	Homo sapiens	9606	RRMx3	\N	\N		\N	\N	Q9BZC1
1319	ENSG00000101811	2010-03-18	2010-05-03	CSTF2	cleavage stimulation factor, 3' pre-RNA, subunit 2, 64kDa [Source:HGNC Symbol;Acc:2484]	Homo sapiens	9606	RRMx1	\N	\N		\N	\N	P33240
1320	ENSG00000102053	2010-03-18	2010-04-28	ZC3H12B	zinc finger CCCH-type containing 12B [Source:HGNC Symbol;Acc:17407]	Homo sapiens	9606	Znf_CCCHx1	\N	\N	MCPIP2	\N	\N	Q5HYM0
1321	ENSG00000102081	2010-03-18	2010-05-05	FMR1	fragile X mental retardation 1 [Source:HGNC Symbol;Acc:3775]	Homo sapiens	9606	KHx2	\N	\N	FMRP; FRAXA; MGC87458	\N	\N	Q06787
1322	ENSG00000102098	2010-03-18	2010-05-13	SCML2	sex comb on midleg-like 2 (Drosophila) [Source:HGNC Symbol;Acc:10581]	Homo sapiens	9606	\N	1	No evidence of RNA binding		\N	\N	\N
1323	ENSG00000102241	2010-03-18	2010-07-21	HTATSF1	HIV-1 Tat specific factor 1 [Source:HGNC Symbol;Acc:5276]	Homo sapiens	9606	RRMx2	\N	\N	TAT-SF1	\N	\N	O43719
1324	ENSG00000102317	2010-03-18	2010-04-05	RBM3	RNA binding motif (RNP1, RRM) protein 3 [Source:HGNC Symbol;Acc:9900]	Homo sapiens	9606	RRMx1	\N	\N	IS1-RNPL	\N	\N	P98179
1325	ENSG00000102780	2010-03-18	\N	DGKH	diacylglycerol kinase, eta [Source:HGNC Symbol;Acc:2854]	Homo sapiens	9606	\N	1	no evidence of rna binding...no domain??	DGKeta	\N	\N	\N
1326	ENSG00000103067	2010-03-18	2010-07-01	ESRP2	epithelial splicing regulatory protein 2 [Source:HGNC Symbol;Acc:26152]	Homo sapiens	9606	RRMx3	\N	\N	FLJ21918	\N	\N	Q9H6T0
1327	ENSG00000103248	2010-03-18	2010-04-06	MTHFSD	methenyltetrahydrofolate synthetase domain containing [Source:HGNC Symbol;Acc:25778]	Homo sapiens	9606	RRMx1	\N	\N	FLJ12998	\N	\N	Q2M296
1328	ENSG00000103429	2010-03-18	2010-07-22	BFAR	bifunctional apoptosis regulator [Source:HGNC Symbol;Acc:17613]	Homo sapiens	9606	Znfx1; SAMx1	1	SAM domain	BAR; RNF47	\N	\N	\N
1329	ENSG00000104129	2010-03-18	2010-07-22	DNAJC17	DnaJ (Hsp40) homolog, subfamily C, member 17 [Source:HGNC Symbol;Acc:25556]	Homo sapiens	9606	RRMx1	\N	\N	FLJ10634	\N	\N	Q9NVM6
1330	ENSG00000104177	2010-03-18	2010-04-06	MYEF2	myelin expression factor 2 [Source:HGNC Symbol;Acc:17940]	Homo sapiens	9606	RRMx3	0	ssDNA binding (PMID: 9282330;7539003)	MEF-2; FLJ11213; KIAA1341; HsT18564	\N	\N	Q9P2K5
1331	ENSG00000104413	2010-03-18	2010-07-01	ESRP1	epithelial splicing regulatory protein 1 [Source:HGNC Symbol;Acc:25966]	Homo sapiens	9606	RRMx3	\N	\N	FLJ20171	\N	\N	Q6NXG1
1332	ENSG00000104824	2010-03-18	2010-03-31	HNRNPL	heterogeneous nuclear ribonucleoprotein L [Source:HGNC Symbol;Acc:5045]	Homo sapiens	9606	RRMx2	\N	\N		\N	\N	P14866
1333	ENSG00000104852	2010-03-18	2010-07-20	SNRNP70	small nuclear ribonucleoprotein 70kDa (U1) [Source:HGNC Symbol;Acc:11150]	Homo sapiens	9606	RRMx1	\N	\N	U1-70K; Snp1	\N	\N	P08621
1334	ENSG00000104859	2010-03-18	2010-05-05	SFRS16	splicing factor, arginine/serine-rich 16 [Source:HGNC Symbol;Acc:17731]	Homo sapiens	9606		\N	\N	SWAP2; CLASP	\N	\N	Q8N2M8
1335	ENSG00000104907	2010-03-18	2010-07-22	TRMT1	TRM1 tRNA methyltransferase 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:25980]	Homo sapiens	9606	Znf_CCCHx1	\N	\N	FLJ20244	\N	\N	Q9NXH9
1336	ENSG00000104967	2010-03-18	2010-06-19	NOVA2	neuro-oncological ventral antigen 2 [Source:HGNC Symbol;Acc:7887]	Homo sapiens	9606	KHx3	\N	\N	ANOVA	\N	1EC6	Q9UNW9
1337	ENSG00000105705	2010-03-18	2010-05-03	SF4	splicing factor 4 [Source:HGNC Symbol;Acc:18643]	Homo sapiens	9606	SURPx2	\N	\N	F23858; DKFZp434E2216; RBP	\N	\N	Q8IWZ8
1338	ENSG00000105939	2010-03-18	2010-04-28	ZC3HAV1	zinc finger CCCH-type, antiviral 1 [Source:HGNC Symbol;Acc:23721]	Homo sapiens	9606	Znf_CCCHx2	\N	\N	ZAP; FLB6421; FLJ13288; MGC48898; ZC3HDC2; ZC3H2; PARP13	\N	\N	Q7Z2W4
1339	ENSG00000106123	2010-03-18	2010-04-29	EPHB6	EPH receptor B6 [Source:HGNC Symbol;Acc:3396]	Homo sapiens	9606	\N	1	No evidence of RNA binding	HEP	\N	\N	\N
